,RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
785,b'd03411',b'DEXTROMETHORPHAN; GUAIFENESIN; PHENYLPROPANOLAMINE',2.0,122.0,132.0,,,,,,,,,,,122.0,124.0,,122.0,127.0,,122.0,128.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
786,b'd03416',b'CHLORPHENIRAMINE; HYDROCODONE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
787,b'd03419',b'CHLORPHENIRAMINE; DEXTROMETHORPHAN; GUAIFENESIN; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,122.0,123.0,,122.0,124.0,,122.0,127.0,,122.0,128.0,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b''
788,b'd03423',b'ACETAMINOPHEN; CODEINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,122.0,124.0,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
789,b'd03424',b'ASPIRIN; CODEINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,81.0,83.0,211.0,122.0,124.0,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b''
790,b'd03425',b'ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,57.0,67.0,68.0,57.0,71.0,,122.0,124.0,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b''
791,b'd03426',b'ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,57.0,67.0,68.0,57.0,71.0,,81.0,83.0,211.0,122.0,124.0,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b''
792,b'd03428',b'ACETAMINOPHEN; HYDROCODONE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,122.0,124.0,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
793,b'd03429',b'ASPIRIN; HYDROCODONE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,81.0,83.0,211.0,122.0,124.0,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b''
794,b'd03430',b'ASPIRIN; CAFFEINE; DIHYDROCODEINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,57.0,71.0,,81.0,83.0,211.0,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b''
795,b'd03431',b'ACETAMINOPHEN; OXYCODONE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
796,b'd03432',b'ASPIRIN; OXYCODONE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,81.0,83.0,211.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b''
797,b'd03433',b'MEPERIDINE; PROMETHAZINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,65.0,196.0,122.0,123.0,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'PHENOTHIAZINE ANTIEMETICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
798,b'd03434',b'ACETAMINOPHEN; PROPOXYPHENE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
799,b'd03435',b'ASPIRIN; CAFFEINE; PROPOXYPHENE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,57.0,71.0,,81.0,83.0,211.0,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b''
800,b'd03436',b'BELLADONNA; OPIUM',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,87.0,355.0,89.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
801,b'd03448',b'ASPIRIN; MEPROBAMATE',2.0,57.0,58.0,63.0,57.0,73.0,179.0,,,,,,,57.0,58.0,62.0,57.0,67.0,70.0,81.0,83.0,211.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANALGESIC COMBINATIONS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANT COMBINATIONS',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b''
802,b'd03455',b'ACETAMINOPHEN; BUTALBITAL; CAFFEINE',2.0,57.0,58.0,63.0,,,,,,,,,,57.0,58.0,59.0,57.0,67.0,68.0,57.0,71.0,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
803,b'd03456',b'ACETAMINOPHEN; BUTALBITAL',2.0,57.0,58.0,63.0,,,,,,,,,,57.0,58.0,59.0,57.0,67.0,68.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
804,b'd03457',b'ASPIRIN; BUTALBITAL; CAFFEINE',2.0,57.0,58.0,63.0,,,,,,,,,,57.0,58.0,62.0,57.0,67.0,68.0,57.0,71.0,,81.0,83.0,211.0,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b''
805,b'd03458',b'ASPIRIN; BUTALBITAL',2.0,57.0,58.0,63.0,,,,,,,,,,57.0,58.0,62.0,57.0,67.0,68.0,81.0,83.0,211.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b''
806,b'd03459',b'ACETAMINOPHEN; DICHLORALPHENAZONE; ISOMETHEPTENE',2.0,57.0,58.0,193.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,193.0,57.0,67.0,70.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'',b'',b'',b'',b'',b'',b'',b'',b''
807,b'd03461',b'BELLADONNA; CAFFEINE; ERGOTAMINE; PENTOBARBITAL',2.0,57.0,58.0,193.0,,,,,,,,,,57.0,58.0,193.0,57.0,67.0,68.0,57.0,71.0,,87.0,355.0,89.0,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b''
808,b'd03462',b'AMITRIPTYLINE; CHLORDIAZEPOXIDE',2.0,242.0,79.0,,,,,,,,,,,57.0,67.0,69.0,242.0,249.0,209.0,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'PSYCHOTHERAPEUTIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
809,b'd03463',b'AMITRIPTYLINE; PERPHENAZINE',2.0,242.0,79.0,,,,,,,,,,,57.0,65.0,196.0,242.0,249.0,209.0,242.0,251.0,210.0,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'PSYCHOTHERAPEUTIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'PHENOTHIAZINE ANTIEMETICS',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b''
810,b'd03468',b'ASPIRIN; METHOCARBAMOL',2.0,57.0,73.0,179.0,,,,,,,,,,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANT COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b''
811,b'd03469',b'ASPIRIN; CARISOPRODOL',2.0,57.0,73.0,179.0,,,,,,,,,,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANT COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b''
812,b'd03470',b'ASPIRIN; CARISOPRODOL; CODEINE',2.0,57.0,73.0,179.0,,,,,,,,,,57.0,58.0,60.0,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,122.0,124.0,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANT COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b''
813,b'd03472',b'ASPIRIN; CAFFEINE; ORPHENADRINE',2.0,57.0,73.0,179.0,,,,,,,,,,57.0,58.0,62.0,57.0,71.0,,57.0,73.0,178.0,81.0,83.0,211.0,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANT COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b''
814,b'd03473',b'CARBIDOPA; LEVODOPA',2.0,57.0,66.0,276.0,,,,,,,,,,57.0,66.0,276.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
815,b'd03484',b'MAGALDRATE; SIMETHICONE',2.0,87.0,88.0,,,,,,,,,,,87.0,88.0,,87.0,96.0,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'ANTACIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'ANTACIDS',b'',b'GASTROINTESTINAL AGENTS',b'MISCELLANEOUS GI AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
816,b'd03485',b'ATROPINE; HYOSCYAMINE; PHENOBARBITAL; SCOPOLAMINE',2.0,87.0,355.0,89.0,,,,,,,,,,40.0,430.0,,57.0,64.0,201.0,57.0,65.0,197.0,57.0,67.0,68.0,87.0,355.0,89.0,105.0,106.0,,b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTICHOLINERGIC CHRONOTROPIC AGENTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BARBITURATE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b''
817,b'd03492',b'CHLORDIAZEPOXIDE; CLIDINIUM',2.0,87.0,355.0,89.0,,,,,,,,,,57.0,67.0,69.0,87.0,355.0,89.0,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
818,b'd03494',b'HYOSCYAMINE; PHENOBARBITAL',2.0,87.0,355.0,89.0,,,,,,,,,,57.0,64.0,201.0,57.0,67.0,68.0,87.0,355.0,89.0,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BARBITURATE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BARBITURATES',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b''
